region,province,municipality,registeredVoters,actualVoters,overVotes,underVotes
OAV,MIDDLE EAST AND AFRICAS,OMAN,15247,2314,0,5157
OAV,MIDDLE EAST AND AFRICAS,QATAR,31922,10418,0,19959
OAV,MIDDLE EAST AND AFRICAS,SAUDI ARABIA,130735,17882,0,35086
OAV,MIDDLE EAST AND AFRICAS,SOUTH AFRICA,1272,360,0,777
OAV,MIDDLE EAST AND AFRICAS,UNITED ARAB EMIRATES,189892,37976,0,86996
OAV,NORTH AND LATIN AMERICAS,ARGENTINA,208,78,0,134
OAV,NORTH AND LATIN AMERICAS,BRAZIL,1088,231,0,745
OAV,NORTH AND LATIN AMERICAS,CANADA,67873,7912,0,15557
OAV,NORTH AND LATIN AMERICAS,CHILE,883,378,0,1007
OAV,NORTH AND LATIN AMERICAS,MEXICO,844,235,0,459
OAV,NORTH AND LATIN AMERICAS,UNITED STATES OF AMERICA,188519,9806,0,20978
REGION I,ILOCOS NORTE,ADAMS,1952,1755,120,14125
REGION I,ILOCOS NORTE,BACARRA,22671,19879,3156,130655
REGION I,ILOCOS NORTE,BADOC,22844,20860,3096,152947
REGION I,ILOCOS NORTE,BANGUI,11403,10275,1500,68959
REGION I,ILOCOS NORTE,BANNA,13118,11636,1248,99751
REGION I,ILOCOS NORTE,BURGOS,8114,7024,864,49650
REGION I,ILOCOS NORTE,CARASI,1421,1309,228,10263
REGION I,ILOCOS NORTE,CITY OF BATAC,40096,36469,4548,259771
REGION I,ILOCOS NORTE,CITY OF LAOAG,82688,72257,15168,413349
REGION I,ILOCOS NORTE,CURRIMAO,10473,9482,1080,72832
REGION I,ILOCOS NORTE,DINGRAS,26583,23609,3132,183403
REGION I,ILOCOS NORTE,DUMALNEG,2177,1904,228,12358
REGION I,ILOCOS NORTE,MARCOS,12974,11490,1152,90066
REGION I,ILOCOS NORTE,NUEVA ERA,6261,5565,180,53788
REGION I,ILOCOS NORTE,PAGUDPUD,19875,18017,3540,114206
REGION I,ILOCOS NORTE,PAOAY,17720,16115,2160,120840
REGION I,ILOCOS NORTE,PASUQUIN,22389,19603,2592,133481
REGION I,ILOCOS NORTE,PIDDIG,15534,13870,2316,88974
REGION I,ILOCOS NORTE,PINILI,12733,11471,960,93772
REGION I,ILOCOS NORTE,SAN NICOLAS,26471,23636,3684,163145
REGION I,ILOCOS NORTE,SARRAT,18042,16108,2076,111875
REGION I,ILOCOS NORTE,SOLSONA,18043,15765,2208,112711
REGION I,ILOCOS NORTE,VINTAR,22505,19858,2760,143134
REGION I,ILOCOS SUR,ALILEM,4957,4527,924,23640
REGION I,ILOCOS SUR,BANAYOYO,6540,5986,492,42527
REGION I,ILOCOS SUR,BANTAY,22181,19129,4308,104302
REGION I,ILOCOS SUR,BURGOS,9023,8024,648,54630
REGION I,ILOCOS SUR,CABUGAO,28479,25081,2916,174137
REGION I,ILOCOS SUR,CAOAYAN,14324,12783,2604,68605
REGION I,ILOCOS SUR,CERVANTES,12342,10984,1644,72044
REGION I,ILOCOS SUR,CITY OF CANDON,39382,34990,5808,200362
REGION I,ILOCOS SUR,CITY OF VIGAN,35171,30465,6000,162648
REGION I,ILOCOS SUR,GALIMUYOD,7458,6689,1056,39754
REGION I,ILOCOS SUR,GREGORIO DEL PILAR,3375,3127,504,19900
REGION I,ILOCOS SUR,LIDLIDDA,3742,3353,444,22434
REGION I,ILOCOS SUR,MAGSINGAL,21030,18219,4296,111607
REGION I,ILOCOS SUR,NAGBUKEL,4026,3659,372,28025
REGION I,ILOCOS SUR,NARVACAN,31745,28191,4668,174217
REGION I,ILOCOS SUR,QUIRINO,7101,6566,1020,40815
REGION I,ILOCOS SUR,SALCEDO,8023,7005,924,46009
REGION I,ILOCOS SUR,SAN EMILIO,5545,4967,768,32907
REGION I,ILOCOS SUR,SAN ESTEBAN,6293,5674,660,39817
REGION I,ILOCOS SUR,SAN ILDEFONSO,6198,5535,660,36638
REGION I,ILOCOS SUR,SAN JUAN,18337,15733,3264,98598
REGION I,ILOCOS SUR,SAN VICENTE,9288,8447,1464,48492
REGION I,ILOCOS SUR,SANTA,10477,8966,1140,53579
REGION I,ILOCOS SUR,SANTA CATALINA,11320,10294,1200,68039
REGION I,ILOCOS SUR,SANTA CRUZ,26840,23505,5136,124392
REGION I,ILOCOS SUR,SANTA LUCIA,17621,15494,3036,87511
REGION I,ILOCOS SUR,SANTA MARIA,21044,18913,3504,120341
REGION I,ILOCOS SUR,SANTIAGO,13984,12750,2016,86717
REGION I,ILOCOS SUR,SANTO DOMINGO,20229,18711,2844,123642
REGION I,ILOCOS SUR,SIGAY,2106,1896,228,12661
REGION I,ILOCOS SUR,SINAIT,19204,17090,3084,103454
REGION I,ILOCOS SUR,SUGPON,2772,2577,528,14829
REGION I,ILOCOS SUR,SUYO,7639,6700,1140,38514
REGION I,ILOCOS SUR,TAGUDIN,29437,26525,4512,156119
REGION I,LA UNION,AGOO,46655,41670,12816,153208
REGION I,LA UNION,ARINGAY,33420,29324,5772,137367
REGION I,LA UNION,BACNOTAN,27733,24658,5268,122096
REGION I,LA UNION,BAGULIN,9942,8889,1248,56930
REGION I,LA UNION,BALAOAN,27048,23794,3912,141862
REGION I,LA UNION,BANGAR,23240,20508,5028,101546
REGION I,LA UNION,BAUANG,55955,45671,11076,207320
REGION I,LA UNION,BURGOS,6788,5990,816,37102
REGION I,LA UNION,CABA,17969,16249,3372,91595
REGION I,LA UNION,CITY OF SAN FERNANDO,77490,67975,16944,303557
REGION I,LA UNION,LUNA,25764,22672,4896,124730
REGION I,LA UNION,NAGUILIAN,36646,32323,5976,182223
REGION I,LA UNION,PUGO,14805,13383,2352,72663
REGION I,LA UNION,ROSARIO,38187,33450,7944,143531
REGION I,LA UNION,SAN GABRIEL,13308,11833,2292,69858
REGION I,LA UNION,SAN JUAN,27224,24536,4044,130741
REGION I,LA UNION,SANTO TOMAS,27186,23999,4512,125742
REGION I,LA UNION,SANTOL,9689,8799,804,71470
REGION I,LA UNION,SUDIPEN,13455,12033,1836,76606
REGION I,LA UNION,TUBAO,20457,18098,3564,90791
REGION I,PANGASINAN,AGNO,21085,18797,5832,98515
REGION I,PANGASINAN,AGUILAR,31030,27370,9396,120637
REGION I,PANGASINAN,ALCALA,31431,26916,8160,125662
REGION I,PANGASINAN,ANDA,26786,21699,7668,87916
REGION I,PANGASINAN,ASINGAN,40713,36153,10008,173548
REGION I,PANGASINAN,BALUNGAO,21533,19299,5712,91885
REGION I,PANGASINAN,BANI,32440,27277,8628,115341
REGION I,PANGASINAN,BASISTA,26433,23123,9072,90659
REGION I,PANGASINAN,BAUTISTA,22909,19960,7164,86543
REGION I,PANGASINAN,BAYAMBANG,85383,68298,31956,243876
REGION I,PANGASINAN,BINALONAN,38564,33029,10536,148794
REGION I,PANGASINAN,BINMALEY,61510,53426,23556,185402
REGION I,PANGASINAN,BOLINAO,50623,41865,17928,151818
REGION I,PANGASINAN,BUGALLON,52836,48117,17940,215442
REGION I,PANGASINAN,BURGOS,15319,12565,4272,59671
REGION I,PANGASINAN,CALASIAO,68134,57659,19548,223149
REGION I,PANGASINAN,CITY OF ALAMINOS,62721,51379,18132,200454
REGION I,PANGASINAN,CITY OF DAGUPAN,144481,126442,53508,379762
REGION I,PANGASINAN,CITY OF SAN CARLOS,126193,108901,54684,336990
REGION I,PANGASINAN,CITY OF URDANETA,102425,90994,30504,380924
REGION I,PANGASINAN,DASOL,23745,21069,5772,117091
REGION I,PANGASINAN,INFANTA,18476,16075,4980,80989
REGION I,PANGASINAN,LABRADOR,19925,18099,5148,89228
REGION I,PANGASINAN,LAOAC,22825,20212,6324,94041
REGION I,PANGASINAN,LINGAYEN,74486,63627,25296,235198
REGION I,PANGASINAN,MABINI,18157,16053,5088,76098
REGION I,PANGASINAN,MALASIQUI,89906,76804,33252,251813
REGION I,PANGASINAN,MANAOAG,49728,42150,14004,172866
REGION I,PANGASINAN,MANGALDAN,69571,61183,21420,223718
REGION I,PANGASINAN,MANGATAREM,56016,47976,14928,197690
REGION I,PANGASINAN,MAPANDAN,27556,24219,7992,97767
REGION I,PANGASINAN,NATIVIDAD,18419,16575,4464,78323
REGION I,PANGASINAN,POZORRUBIO,50986,43355,13752,186176
REGION I,PANGASINAN,ROSALES,47656,42823,13320,188921
REGION I,PANGASINAN,SAN FABIAN,56888,47020,15240,197096
REGION I,PANGASINAN,SAN JACINTO,29354,25319,7380,109961
REGION I,PANGASINAN,SAN MANUEL,31895,28828,7728,142915
REGION I,PANGASINAN,SAN NICOLAS,27371,24657,5424,131631
REGION I,PANGASINAN,SAN QUINTIN,25350,22850,6468,103005
REGION I,PANGASINAN,SANTA BARBARA,57629,52262,18624,211680
REGION I,PANGASINAN,SANTA MARIA,24026,21439,5712,101614
REGION I,PANGASINAN,SANTO TOMAS,9945,8778,1944,39681
REGION I,PANGASINAN,SISON,33363,29105,7716,138169
REGION I,PANGASINAN,SUAL,34338,30624,11652,149051
REGION I,PANGASINAN,TAYUG,31945,28756,8700,135916
REGION I,PANGASINAN,UMINGAN,56451,49505,13032,245373
REGION I,PANGASINAN,URBIZTONDO,42068,37404,15660,149366
REGION I,PANGASINAN,VILLASIS,44707,39857,10236,173598
REGION II,BATANES,BASCO,6170,5114,1224,24149
REGION II,BATANES,ITBAYAT,2116,1726,312,12006
REGION II,BATANES,IVANA,1216,1045,156,6982
REGION II,BATANES,MAHATAO,1515,1319,276,7896
REGION II,BATANES,SABTANG,1450,1236,156,7837
REGION II,BATANES,UYUGAN,1188,1048,120,6575
REGION II,CAGAYAN,ABULUG,21113,18423,4512,98554
REGION II,CAGAYAN,ALCALA,24362,21355,3984,128748
REGION II,CAGAYAN,ALLACAPAN,22193,18392,3948,112384
REGION II,CAGAYAN,AMULUNG,32964,29179,7092,160402
REGION II,CAGAYAN,APARRI,39040,33761,9420,175638
REGION II,CAGAYAN,BAGGAO,50449,43395,10908,231586
REGION II,CAGAYAN,BALLESTEROS,22160,18931,3876,111048
REGION II,CAGAYAN,BUGUEY,20434,16545,4560,85563
REGION II,CAGAYAN,CALAYAN,9900,8538,1752,60065
REGION II,CAGAYAN,CAMALANIUGAN,16758,14413,3540,76182
REGION II,CAGAYAN,CLAVERIA,22517,18361,4380,97766
REGION II,CAGAYAN,ENRILE,23448,20371,4788,100935
REGION II,CAGAYAN,GATTARAN,36180,30739,6516,159536
REGION II,CAGAYAN,GONZAGA,27767,24746,4980,148136
REGION II,CAGAYAN,IGUIG,18868,16477,4008,86045
REGION II,CAGAYAN,LAL-LO,29103,24889,6492,133299
REGION II,CAGAYAN,LASAM,25884,22057,5376,121385
REGION II,CAGAYAN,PAMPLONA,16231,14159,2784,90369
REGION II,CAGAYAN,PEÑABLANCA,30770,26520,7884,141614
REGION II,CAGAYAN,PIAT,17910,15540,3516,97131
REGION II,CAGAYAN,RIZAL,13048,11193,1944,81306
REGION II,CAGAYAN,SANCHEZ-MIRA,17173,14578,2592,86560
REGION II,CAGAYAN,SANTA ANA,24099,19610,3804,120125
REGION II,CAGAYAN,SANTA PRAXEDES,3309,2876,672,11806
REGION II,CAGAYAN,SANTA TERESITA,12090,10642,1764,73216
REGION II,CAGAYAN,SANTO NIÑO,19313,17085,3144,112389
REGION II,CAGAYAN,SOLANA,51787,45071,11328,252878
REGION II,CAGAYAN,TUAO,39161,33458,7392,182340
REGION II,CAGAYAN,TUGUEGARAO CITY,97963,82760,25764,317082
REGION II,ISABELA,ALICIA,50123,40247,14208,183039
REGION II,ISABELA,ANGADANAN,28877,25258,6660,124682
REGION II,ISABELA,AURORA,24521,21448,7116,96577
REGION II,ISABELA,BENITO SOLIVEN,19914,17332,4620,91949
REGION II,ISABELA,BURGOS,17190,14072,3552,79474
REGION II,ISABELA,CABAGAN,32670,27835,8904,124915
REGION II,ISABELA,CABATUAN,25469,22639,5964,112181
REGION II,ISABELA,CITY OF CAUAYAN,93785,78505,28392,332126
REGION II,ISABELA,CITY OF ILAGAN,105526,86905,34560,385555
REGION II,ISABELA,CITY OF SANTIAGO,115767,97528,26760,404979
REGION II,ISABELA,CORDON,29546,25228,8064,117406
REGION II,ISABELA,DELFIN ALBANO,18640,15641,4392,90005
REGION II,ISABELA,DINAPIGUE,5760,4676,972,32578
REGION II,ISABELA,DIVILACAN,4021,3279,912,18466
REGION II,ISABELA,ECHAGUE,58845,47863,17196,219876
REGION II,ISABELA,GAMU,20313,17175,4992,96415
REGION II,ISABELA,JONES,30296,25771,6396,136688
REGION II,ISABELA,LUNA,14869,12718,3324,64406
REGION II,ISABELA,MACONACON,3702,2918,720,18245
REGION II,ISABELA,MALLIG,20355,17597,6084,85293
REGION II,ISABELA,NAGUILIAN,21382,18752,4908,101419
REGION II,ISABELA,PALANAN,12460,9574,1740,64879
REGION II,ISABELA,QUEZON,16004,12764,4356,65701
REGION II,ISABELA,QUIRINO,16742,14673,2244,98473
REGION II,ISABELA,RAMON,32769,27658,6504,151772
REGION II,ISABELA,REINA MERCEDES,17780,14740,3624,79021
REGION II,ISABELA,ROXAS,41442,35710,8748,184534
REGION II,ISABELA,SAN AGUSTIN,15378,12770,1920,87247
REGION II,ISABELA,SAN GUILLERMO,13806,11752,2688,56978
REGION II,ISABELA,SAN ISIDRO,16761,14656,2940,80579
REGION II,ISABELA,SAN MANUEL,21089,17977,3612,105573
REGION II,ISABELA,SAN MARIANO,35730,30657,8592,164261
REGION II,ISABELA,SAN MATEO,42566,36597,11172,155757
REGION II,ISABELA,SAN PABLO,17489,15019,3264,97467
REGION II,ISABELA,SANTA MARIA,17029,13945,3936,70447
REGION II,ISABELA,SANTO TOMAS,17760,13519,4992,72116
REGION II,ISABELA,TUMAUINI,47634,38091,12384,174999
REGION II,NUEVA VIZCAYA,ALFONSO CASTANEDA,6476,5039,1032,28588
REGION II,NUEVA VIZCAYA,AMBAGUIO,7833,7103,1140,35929
REGION II,NUEVA VIZCAYA,ARITAO,23707,19772,4500,91204
REGION II,NUEVA VIZCAYA,BAGABAG,22289,18987,5640,77110
REGION II,NUEVA VIZCAYA,BAMBANG,34457,29278,8352,120955
REGION II,NUEVA VIZCAYA,BAYOMBONG,40264,33902,9588,122891
REGION II,NUEVA VIZCAYA,DIADI,12121,10485,2376,48975
REGION II,NUEVA VIZCAYA,DUPAX DEL NORTE,18629,15995,3972,80534
REGION II,NUEVA VIZCAYA,DUPAX DEL SUR,14029,12191,1944,66944
REGION II,NUEVA VIZCAYA,KASIBU,24998,21224,3984,106381
REGION II,NUEVA VIZCAYA,KAYAPA,16376,14076,1992,73102
REGION II,NUEVA VIZCAYA,QUEZON,15798,13756,3840,59930
REGION II,NUEVA VIZCAYA,SANTA FE,13091,11617,2604,62390
REGION II,NUEVA VIZCAYA,SOLANO,40641,34105,10668,119997
REGION II,NUEVA VIZCAYA,VILLAVERDE,11991,10422,3516,41092
REGION II,QUIRINO,AGLIPAY,19431,16524,4008,81216
REGION II,QUIRINO,CABARROGUIS,21631,17715,4800,75368
REGION II,QUIRINO,DIFFUN,32761,28257,8256,119588
REGION II,QUIRINO,MADDELA,26037,23518,5328,125554
REGION II,QUIRINO,NAGTIPUNAN,19251,16329,3312,92451
REGION II,QUIRINO,SAGUDAY,11196,9967,1956,53119
REGION III,AURORA,BALER,28186,22158,5064,99268
REGION III,AURORA,CASIGURAN,17768,13641,2676,76401
REGION III,AURORA,DILASAG,11644,10050,1704,57376
REGION III,AURORA,DINALUNGAN,9270,7949,1128,45643
REGION III,AURORA,DINGALAN,20361,16931,4848,87037
REGION III,AURORA,DIPACULAO,21403,17871,4452,84884
REGION III,AURORA,MARIA AURORA,27788,23118,6144,102258
REGION III,AURORA,SAN LUIS,20199,16757,3996,82184
REGION III,BATAAN,ABUCAY,29163,26401,7320,118523
REGION III,BATAAN,BAGAC,25303,21181,6372,101337
REGION III,BATAAN,CITY OF BALANGA,70117,60582,23832,129364
REGION III,BATAAN,DINALUPIHAN,78201,64079,22956,190848
REGION III,BATAAN,HERMOSA,52021,42046,15156,150814
REGION III,BATAAN,LIMAY,59060,52067,17964,195683
REGION III,BATAAN,MARIVELES,95756,79222,31152,233682
REGION III,BATAAN,MORONG,24383,21345,7920,89639
REGION III,BATAAN,ORANI,51331,41870,12588,167487
REGION III,BATAAN,ORION,40292,35020,11940,121790
REGION III,BATAAN,PILAR,29837,25507,10704,74834
REGION III,BATAAN,SAMAL,30580,26093,7608,110353
REGION III,BULACAN,ANGAT,43892,38246,13800,138744
REGION III,BULACAN,BALAGTAS,55008,48673,18900,142999
REGION III,BULACAN,BOCAUE,80501,64389,21984,191520
REGION III,BULACAN,BULACAN,54078,47563,12264,180901
REGION III,BULACAN,BUSTOS,50590,43928,12444,167660
REGION III,BULACAN,CALUMPIT,72324,61921,14472,245221
REGION III,BULACAN,CITY OF BALIWAG,114839,98087,29760,367459
REGION III,BULACAN,CITY OF MALOLOS,135662,113928,31776,350630
REGION III,BULACAN,CITY OF MEYCAUAYAN,134340,115760,44268,339006
REGION III,BULACAN,CITY OF SAN JOSE DEL MONTE,309329,255238,90732,635002
REGION III,BULACAN,DOÑA REMEDIOS TRINIDAD,28375,23817,6948,132775
REGION III,BULACAN,GUIGUINTO,78751,63940,20040,216517
REGION III,BULACAN,HAGONOY,80335,67311,16872,275825
REGION III,BULACAN,MARILAO,119030,102457,38700,260088
REGION III,BULACAN,NORZAGARAY,82038,68053,26964,225958
REGION III,BULACAN,OBANDO,34184,28074,7356,98165
REGION III,BULACAN,PANDI,103395,90269,43368,287829
REGION III,BULACAN,PAOMBONG,38237,31398,8628,122746
REGION III,BULACAN,PLARIDEL,70843,57454,18156,198649
REGION III,BULACAN,PULILAN,68392,59786,16452,243989
REGION III,BULACAN,SAN ILDEFONSO,85054,77565,21648,344069
REGION III,BULACAN,SAN MIGUEL,105167,92325,22236,410102
REGION III,BULACAN,SAN RAFAEL,68248,60162,14892,256482
REGION III,BULACAN,SANTA MARIA,159429,136655,51084,392678
REGION III,NUEVA ECIJA,ALIAGA,51139,44805,11628,230730
REGION III,NUEVA ECIJA,BONGABON,48923,43598,13116,211751
REGION III,NUEVA ECIJA,CABIAO,62754,53916,16284,221135
REGION III,NUEVA ECIJA,CARRANGLAN,26731,22240,6168,102017
REGION III,NUEVA ECIJA,CITY OF CABANATUAN,244298,196799,80328,725056
REGION III,NUEVA ECIJA,CITY OF GAPAN,96721,84019,26436,380130
REGION III,NUEVA ECIJA,CITY OF PALAYAN,34738,27880,9156,117734
REGION III,NUEVA ECIJA,CUYAPO,43822,38083,9576,175845
REGION III,NUEVA ECIJA,GABALDON,25705,22671,5424,121776
REGION III,NUEVA ECIJA,GENERAL MAMERTO NATIVIDAD,31136,28221,8136,142801
REGION III,NUEVA ECIJA,GENERAL TINIO,43627,35586,12012,154733
REGION III,NUEVA ECIJA,GUIMBA,81532,67736,20400,293079
REGION III,NUEVA ECIJA,JAEN,57234,48062,11940,222530
REGION III,NUEVA ECIJA,LAUR,27339,23012,5448,122657
REGION III,NUEVA ECIJA,LICAB,18034,14127,3408,70002
REGION III,NUEVA ECIJA,LLANERA,27254,23782,5724,115919
REGION III,NUEVA ECIJA,LUPAO,31160,27051,7056,133495
REGION III,NUEVA ECIJA,NAMPICUAN,11606,10145,1956,54695
REGION III,NUEVA ECIJA,PANTABANGAN,28627,20902,5952,105527
REGION III,NUEVA ECIJA,PEÑARANDA,26436,22637,5796,117183
REGION III,NUEVA ECIJA,QUEZON,23438,19118,4632,95103
REGION III,NUEVA ECIJA,RIZAL,37002,31120,9024,141631
REGION III,NUEVA ECIJA,SAN ANTONIO,57151,47476,11664,241967
REGION III,NUEVA ECIJA,SAN ISIDRO,34638,30065,7224,134707
REGION III,NUEVA ECIJA,SAN JOSE CITY,103753,88654,28704,357652
REGION III,NUEVA ECIJA,SAN LEONARDO,45858,37199,12240,155949
REGION III,NUEVA ECIJA,SANTA ROSA,54240,46694,14136,207382
REGION III,NUEVA ECIJA,SANTO DOMINGO,39637,30199,6444,152233
REGION III,NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,56957,47712,12204,203204
REGION III,NUEVA ECIJA,TALAVERA,98488,73355,21132,324422
REGION III,NUEVA ECIJA,TALUGTUG,17663,15124,3216,82896
REGION III,NUEVA ECIJA,ZARAGOZA,31814,27314,7848,112052
REGION III,PAMPANGA,APALIT,65650,55001,14136,236979
REGION III,PAMPANGA,ARAYAT,81178,70120,18840,304023
REGION III,PAMPANGA,BACOLOR,49890,40801,11544,181064
REGION III,PAMPANGA,CANDABA,81766,73143,20520,323588
REGION III,PAMPANGA,CITY OF ANGELES,210914,167529,56292,585364
REGION III,PAMPANGA,CITY OF SAN FERNANDO,207416,179143,58212,690467
REGION III,PAMPANGA,FLORIDABLANCA,77262,65154,17916,273963
REGION III,PAMPANGA,GUAGUA,66883,55197,14652,237917
REGION III,PAMPANGA,LUBAO,94702,78968,23292,307211
REGION III,PAMPANGA,MABALACAT CITY,146991,123578,42840,464476
REGION III,PAMPANGA,MACABEBE,45766,36367,8976,180754
REGION III,PAMPANGA,MAGALANG,82452,71454,19836,354499
REGION III,PAMPANGA,MASANTOL,42091,36807,8832,193630
REGION III,PAMPANGA,MEXICO,100362,88991,24324,378223
REGION III,PAMPANGA,MINALIN,32206,26460,7152,119893
REGION III,PAMPANGA,PORAC,80603,68975,17832,343754
REGION III,PAMPANGA,SAN LUIS,38585,33106,7404,160886
REGION III,PAMPANGA,SAN SIMON,45430,39125,9516,199412
REGION III,PAMPANGA,SANTA ANA,36297,31806,7836,143745
REGION III,PAMPANGA,SANTA RITA,29564,25200,5772,120456
REGION III,PAMPANGA,SASMUAN,23365,20995,4752,114556
REGION III,PAMPANGA,STO. TOMAS,34555,29900,7092,141893
REGION III,TARLAC,ANAO,8620,7561,1404,40077
REGION III,TARLAC,BAMBAN,47867,40545,10824,187121
REGION III,TARLAC,CAMILING,53620,46452,10968,217868
REGION III,TARLAC,CAPAS,88121,76795,18864,330064
REGION III,TARLAC,CITY OF TARLAC,228100,205041,57780,812414
REGION III,TARLAC,CONCEPCION,112534,99919,23256,483687
REGION III,TARLAC,GERONA,60410,54789,14712,252207
REGION III,TARLAC,LA PAZ,45521,40592,10284,193738
REGION III,TARLAC,MAYANTOC,21815,19016,4560,104764
REGION III,TARLAC,MONCADA,39659,35117,11412,135064
REGION III,TARLAC,PANIQUI,66607,56868,16476,245328
REGION III,TARLAC,PURA,18851,16187,3732,74920
REGION III,TARLAC,RAMOS,16035,14450,3084,79338
REGION III,TARLAC,SAN CLEMENTE,9884,8785,1596,48579
REGION III,TARLAC,SAN JOSE,23321,21103,5412,116054
REGION III,TARLAC,SAN MANUEL,18075,15708,4152,74055
REGION III,TARLAC,SANTA IGNACIA,32826,29709,6864,146539
REGION III,TARLAC,VICTORIA,42982,37968,9960,184649
REGION III,ZAMBALES,BOTOLAN,46839,41382,11196,210715
REGION III,ZAMBALES,CABANGAN,19460,17220,4032,76674
REGION III,ZAMBALES,CANDELARIA,20406,17882,5244,79553
REGION III,ZAMBALES,CASTILLEJOS,36919,29346,10836,106505
REGION III,ZAMBALES,CITY OF OLONGAPO,122899,94328,36732,244790
REGION III,ZAMBALES,IBA,38256,32731,10920,124576
REGION III,ZAMBALES,MASINLOC,40568,35061,13644,133669
REGION III,ZAMBALES,PALAUIG,28607,25412,7212,105231
REGION III,ZAMBALES,SAN ANTONIO,24236,21106,5304,108368
