region,province,municipality,registeredVoters,actualVoters,overVotes,underVotes
REGION V,CAMARINES SUR,BALATAN,20845,17625,4368,101783
REGION V,CAMARINES SUR,BATO,34609,29556,6804,171485
REGION V,CAMARINES SUR,BOMBON,12110,10464,1692,62799
REGION V,CAMARINES SUR,BUHI,53101,42705,9792,259307
REGION V,CAMARINES SUR,BULA,46508,39213,9996,221393
REGION V,CAMARINES SUR,CABUSAO,14904,12841,3288,76354
REGION V,CAMARINES SUR,CALABANGA,56728,46406,7872,277557
REGION V,CAMARINES SUR,CAMALIGAN,16676,14249,2964,68895
REGION V,CAMARINES SUR,CANAMAN,23410,20769,3984,112459
REGION V,CAMARINES SUR,CARAMOAN,35695,31508,8700,190137
REGION V,CAMARINES SUR,CITY OF IRIGA,76836,64019,12996,361529
REGION V,CAMARINES SUR,CITY OF NAGA,121773,97741,21060,417914
REGION V,CAMARINES SUR,DEL GALLEGO,18821,15477,3552,80372
REGION V,CAMARINES SUR,GAINZA,9601,7924,1560,45858
REGION V,CAMARINES SUR,GARCHITORENA,20196,17945,3816,121180
REGION V,CAMARINES SUR,GOA,42758,37202,9276,199833
REGION V,CAMARINES SUR,LAGONOY,41019,36060,7956,224284
REGION V,CAMARINES SUR,LIBMANAN,72704,59094,14748,325683
REGION V,CAMARINES SUR,LUPI,22585,19521,3660,123748
REGION V,CAMARINES SUR,MAGARAO,19499,16693,3060,97546
REGION V,CAMARINES SUR,MILAOR,24479,21779,4776,118946
REGION V,CAMARINES SUR,MINALABAC,33759,26986,7248,140264
REGION V,CAMARINES SUR,NABUA,55549,46349,11952,249119
REGION V,CAMARINES SUR,OCAMPO,30473,26237,4872,161812
REGION V,CAMARINES SUR,PAMPLONA,24626,21293,3360,130815
REGION V,CAMARINES SUR,PASACAO,32413,26304,6432,147014
REGION V,CAMARINES SUR,PILI,58919,48933,10692,231124
REGION V,CAMARINES SUR,PRESENTACION,17442,15615,3924,97746
REGION V,CAMARINES SUR,RAGAY,41000,35180,7500,213910
REGION V,CAMARINES SUR,SAGÑAY,23602,19515,5604,100669
REGION V,CAMARINES SUR,SAN FERNANDO,25193,21564,4788,120527
REGION V,CAMARINES SUR,SAN JOSE,31835,27879,6192,148013
REGION V,CAMARINES SUR,SIPOCOT,44867,38246,8592,223858
REGION V,CAMARINES SUR,SIRUMA,14979,13114,2688,85891
REGION V,CAMARINES SUR,TIGAON,39666,33028,9060,163622
REGION V,CAMARINES SUR,TINAMBAC,47492,41387,9456,268345
REGION V,CATANDUANES,BAGAMANOC,8774,7619,1692,46215
REGION V,CATANDUANES,BARAS,10934,9326,1956,50550
REGION V,CATANDUANES,BATO,16828,14638,3468,74344
REGION V,CATANDUANES,CARAMORAN,22329,18840,5016,93104
REGION V,CATANDUANES,GIGMOTO,7717,6317,1404,34881
REGION V,CATANDUANES,PANDAN,16837,14461,3516,73786
REGION V,CATANDUANES,PANGANIBAN,8306,7024,1740,38573
REGION V,CATANDUANES,SAN ANDRES,28792,25288,6696,125917
REGION V,CATANDUANES,SAN MIGUEL,12122,10737,1944,60987
REGION V,CATANDUANES,VIGA,16503,14062,3984,65876
REGION V,CATANDUANES,VIRAC,51662,45585,12564,198530
REGION V,MASBATE,AROROY,55077,42839,15528,255607
REGION V,MASBATE,BALENO,19315,16101,4116,102194
REGION V,MASBATE,BALUD,27457,20475,4800,141401
REGION V,MASBATE,BATUAN,10931,8129,1584,54886
REGION V,MASBATE,CATAINGAN,30715,23753,6972,146657
REGION V,MASBATE,CAWAYAN,44817,35977,13092,200962
REGION V,MASBATE,CITY OF MASBATE,84898,69072,24744,371526
REGION V,MASBATE,CLAVERIA,26425,22421,5796,155684
REGION V,MASBATE,DIMASALANG,17532,14343,4344,95699
REGION V,MASBATE,ESPERANZA,13084,9697,2400,65711
REGION V,MASBATE,MANDAON,28127,22339,7788,132129
REGION V,MASBATE,MILAGROS,33250,27470,6852,175897
REGION V,MASBATE,MOBO,25115,19596,5652,108784
REGION V,MASBATE,MONREAL,19627,14469,4212,89124
REGION V,MASBATE,PALANAS,19383,15221,3924,99077
REGION V,MASBATE,PIO V. CORPUS,16657,12931,3288,83573
REGION V,MASBATE,PLACER,39115,29306,8640,165899
REGION V,MASBATE,SAN FERNANDO,16767,13441,3000,85461
REGION V,MASBATE,SAN JACINTO,22005,17532,4524,116185
REGION V,MASBATE,SAN PASCUAL,32674,28740,5928,196035
REGION V,MASBATE,USON,35375,26377,10404,157399
REGION V,SORSOGON,BARCELONA,16676,14558,3084,66529
REGION V,SORSOGON,BULAN,68905,59572,16644,295804
REGION V,SORSOGON,BULUSAN,17695,15386,3576,77914
REGION V,SORSOGON,CASIGURAN,23665,20324,4260,107286
REGION V,SORSOGON,CASTILLA,39325,34162,7416,209799
REGION V,SORSOGON,CITY OF SORSOGON,114140,96051,24888,453433
REGION V,SORSOGON,DONSOL,32811,28248,8724,129235
REGION V,SORSOGON,GUBAT,41722,35877,7608,183484
REGION V,SORSOGON,IROSIN,41494,37463,9300,190703
REGION V,SORSOGON,JUBAN,24717,21832,5268,116743
REGION V,SORSOGON,MAGALLANES,24920,20749,6012,115117
REGION V,SORSOGON,MATNOG,30571,26551,8256,119309
REGION V,SORSOGON,PILAR,47491,39786,9672,226417
REGION V,SORSOGON,PRIETO DIAZ,16379,13638,3372,67984
REGION V,SORSOGON,SANTA MAGDALENA,12729,11134,3420,49865
REGION VI,AKLAN,ALTAVAS,17774,15158,3708,82114
REGION VI,AKLAN,BALETE,17585,15295,3864,58524
REGION VI,AKLAN,BANGA,29601,25269,7140,119308
REGION VI,AKLAN,BATAN,24516,20940,6240,110814
REGION VI,AKLAN,BURUANGA,12915,11795,2028,73935
REGION VI,AKLAN,IBAJAY,34003,30535,8568,156055
REGION VI,AKLAN,KALIBO,53191,44477,13500,178531
REGION VI,AKLAN,LEZO,10187,9292,2244,43626
REGION VI,AKLAN,LIBACAO,19518,16850,2484,112434
REGION VI,AKLAN,MADALAG,13456,11711,2640,68893
REGION VI,AKLAN,MAKATO,23128,20729,5856,105050
REGION VI,AKLAN,MALAY,40565,34290,10668,165034
REGION VI,AKLAN,MALINAO,16278,14175,3828,70566
REGION VI,AKLAN,NABAS,26066,23320,7236,115971
REGION VI,AKLAN,NEW WASHINGTON,33891,29681,8064,153507
REGION VI,AKLAN,NUMANCIA,26088,22917,6024,95059
REGION VI,AKLAN,TANGALAN,16128,14729,3420,83438
REGION VI,ANTIQUE,ANINI-Y,14388,12157,2196,65302
REGION VI,ANTIQUE,BARBAZA,16101,13931,2952,73548
REGION VI,ANTIQUE,BELISON,10017,8847,1344,47705
REGION VI,ANTIQUE,BUGASONG,20658,17939,4764,89324
REGION VI,ANTIQUE,CALUYA,25718,22123,5580,128711
REGION VI,ANTIQUE,CULASI,29441,25853,6720,139109
REGION VI,ANTIQUE,HAMTIC,31375,27501,7164,124654
REGION VI,ANTIQUE,LAUA-AN,19965,17485,3324,111116
REGION VI,ANTIQUE,LIBERTAD,11617,10133,2196,58105
REGION VI,ANTIQUE,PANDAN,25346,22359,3768,120652
REGION VI,ANTIQUE,PATNONGON,22848,19936,4584,100979
REGION VI,ANTIQUE,SAN JOSE,38767,34035,7200,153160
REGION VI,ANTIQUE,SAN REMIGIO,24188,21852,4536,139034
REGION VI,ANTIQUE,SEBASTE,12865,11432,1788,73283
REGION VI,ANTIQUE,SIBALOM,41241,36636,7524,179050
REGION VI,ANTIQUE,TIBIAO,18305,16192,2604,96595
REGION VI,ANTIQUE,TOBIAS FORNIER,19752,17514,3588,95650
REGION VI,ANTIQUE,VALDERRAMA,14530,12428,3180,74136
REGION VI,CAPIZ,CITY OF ROXAS,112738,99032,32616,464225
REGION VI,CAPIZ,CUARTERO,20235,17776,3708,107217
REGION VI,CAPIZ,DAO,23072,19266,3768,121461
REGION VI,CAPIZ,DUMALAG,21263,17108,4932,92970
REGION VI,CAPIZ,DUMARAO,32218,28135,7128,172018
REGION VI,CAPIZ,IVISAN,21770,18350,5076,95874
REGION VI,CAPIZ,JAMINDAN,25731,21258,5508,122600
REGION VI,CAPIZ,MA-AYON,28193,24380,6060,157157
REGION VI,CAPIZ,MAMBUSAO,28901,25146,5520,142654
REGION VI,CAPIZ,PANAY,34099,29842,6048,177807
REGION VI,CAPIZ,PANITAN,28181,24194,5436,150040
REGION VI,CAPIZ,PILAR,29585,25689,5556,158359
REGION VI,CAPIZ,PONTEVEDRA,32823,28113,7536,160645
REGION VI,CAPIZ,PRESIDENT ROXAS,21315,18438,4920,99348
REGION VI,CAPIZ,SAPI-AN,19067,15706,4284,80719
REGION VI,CAPIZ,SIGMA,23201,20180,4740,116779
REGION VI,CAPIZ,TAPAZ,37067,31273,8940,181012
REGION VI,GUIMARAS,BUENAVISTA,36823,32273,6576,168174
REGION VI,GUIMARAS,JORDAN,26628,23848,5796,121929
REGION VI,GUIMARAS,NUEVA VALENCIA,27118,22887,8136,112373
REGION VI,GUIMARAS,SAN LORENZO,18931,16445,2580,102713
REGION VI,GUIMARAS,SIBUNAG,15430,13695,2580,79165
REGION VI,ILOILO,AJUY,36230,31414,7764,187289
REGION VI,ILOILO,ALIMODIAN,25616,22062,5052,123933
REGION VI,ILOILO,ANILAO,19877,17546,3660,99508
REGION VI,ILOILO,BADIANGAN,16649,13839,2376,79350
REGION VI,ILOILO,BALASAN,22647,19854,4536,117166
REGION VI,ILOILO,BANATE,23885,21120,4512,120890
REGION VI,ILOILO,BAROTAC NUEVO,39162,34453,9456,167409
REGION VI,ILOILO,BAROTAC VIEJO,32011,28110,6048,162575
REGION VI,ILOILO,BATAD,15603,13621,2700,78926
REGION VI,ILOILO,BINGAWAN,10181,8686,1308,57245
REGION VI,ILOILO,CABATUAN,36981,31714,6948,161978
REGION VI,ILOILO,CALINOG,40270,31221,8376,188359
REGION VI,ILOILO,CARLES,46777,39159,12636,225509
REGION VI,ILOILO,CITY OF ILOILO,329758,265122,94788,1013502
REGION VI,ILOILO,CITY OF PASSI,58623,49878,11820,288552
REGION VI,ILOILO,CONCEPCION,28927,24659,4836,157488
REGION VI,ILOILO,DINGLE,28060,24594,4788,136905
REGION VI,ILOILO,DUEÑAS,22785,19952,4476,106680
REGION VI,ILOILO,DUMANGAS,50677,45597,11304,241201
REGION VI,ILOILO,ESTANCIA,36518,31846,7596,181170
REGION VI,ILOILO,GUIMBAL,25103,20816,2772,108171
REGION VI,ILOILO,IGBARAS,22105,18035,3312,92864
REGION VI,ILOILO,JANIUAY,41028,35074,9312,192143
REGION VI,ILOILO,LAMBUNAO,43548,35378,7272,205750
REGION VI,ILOILO,LEGANES,24755,21543,5448,103985
REGION VI,ILOILO,LEMERY,22444,19646,3264,125262
REGION VI,ILOILO,LEON,33775,29758,5232,176783
REGION VI,ILOILO,MAASIN,24963,21429,5736,110858
REGION VI,ILOILO,MIAGAO,42582,37582,8904,174098
REGION VI,ILOILO,MINA,15592,13369,2484,77718
REGION VI,ILOILO,NEW LUCENA,16299,13667,2916,71211
REGION VI,ILOILO,OTON,54996,48396,13020,222569
REGION VI,ILOILO,PAVIA,39701,32945,8208,150987
REGION VI,ILOILO,POTOTAN,46521,40232,9972,208228
REGION VI,ILOILO,SAN DIONISIO,26603,22875,6096,130786
REGION VI,ILOILO,SAN ENRIQUE,23393,20279,3996,125805
REGION VI,ILOILO,SAN JOAQUIN,32684,29105,7416,142214
REGION VI,ILOILO,SAN MIGUEL,21223,18938,3912,97833
REGION VI,ILOILO,SAN RAFAEL,12515,10964,1776,69104
REGION VI,ILOILO,SANTA BARBARA,43196,37273,8160,175860
REGION VI,ILOILO,SARA,38464,32878,8256,182844
REGION VI,ILOILO,TIGBAUAN,41879,36290,8136,177406
REGION VI,ILOILO,TUBUNGAN,15170,12911,2688,69336
REGION VI,ILOILO,ZARRAGA,19091,17001,4188,85405
REGION VII,BOHOL,ALBURQUERQUE,8039,7181,1824,29767
REGION VII,BOHOL,ALICIA,18056,15954,3672,68559
REGION VII,BOHOL,ANDA,13774,12132,2208,62470
REGION VII,BOHOL,ANTEQUERA,10559,9668,1836,47494
REGION VII,BOHOL,BACLAYON,14164,12555,2964,48225
REGION VII,BOHOL,BALILIHAN,15251,13815,2820,72262
REGION VII,BOHOL,BATUAN,10601,9585,2028,43054
REGION VII,BOHOL,BIEN UNIDO,19271,16830,4896,84780
REGION VII,BOHOL,BILAR,13738,12191,2676,52273
REGION VII,BOHOL,BUENAVISTA,22943,19612,6984,87779
REGION VII,BOHOL,CALAPE,23428,21411,6060,89924
REGION VII,BOHOL,CANDIJAY,22114,18582,4356,78948
REGION VII,BOHOL,CARMEN,35223,30119,7320,143859
REGION VII,BOHOL,CATIGBIAN,16873,15444,3324,75101
REGION VII,BOHOL,CITY OF TAGBILARAN,74277,64302,16920,213546
REGION VII,BOHOL,CLARIN,16673,13643,3312,59637
REGION VII,BOHOL,CORELLA,6397,5775,876,23514
REGION VII,BOHOL,CORTES,12359,11232,2952,43250
REGION VII,BOHOL,DAGOHOY,14027,12584,3228,58355
REGION VII,BOHOL,DANAO,14409,12808,2988,59882
REGION VII,BOHOL,DAUIS,32679,29204,8664,110468
REGION VII,BOHOL,DIMIAO,11129,9811,2268,34614
REGION VII,BOHOL,DUERO,14421,12658,3048,48432
REGION VII,BOHOL,GARCIA HERNANDEZ,17183,14922,2820,68773
REGION VII,BOHOL,GETAFE,22773,18463,7992,71512
REGION VII,BOHOL,GUINDULMAN,24399,21115,5616,83765
REGION VII,BOHOL,INABANGA,33493,30638,7992,146248
REGION VII,BOHOL,JAGNA,24536,21891,5172,80666
REGION VII,BOHOL,LILA,7910,6887,1572,27783
REGION VII,BOHOL,LOAY,13022,11473,2508,45511
REGION VII,BOHOL,LOBOC,14163,12713,2436,55428
REGION VII,BOHOL,LOON,30645,27349,6612,109581
REGION VII,BOHOL,MABINI,20406,18001,4548,78614
REGION VII,BOHOL,MARIBOJOC,14952,13491,2988,55833
REGION VII,BOHOL,PANGLAO,28837,24228,7116,91844
REGION VII,BOHOL,PILAR,20028,17279,4704,68066
REGION VII,BOHOL,PRESIDENT CARLOS P. GARCIA,17356,14646,3288,85176
REGION VII,BOHOL,SAGBAYAN,17494,14818,4488,60688
REGION VII,BOHOL,SAN ISIDRO,7407,6665,1392,32049
REGION VII,BOHOL,SAN MIGUEL,18216,16333,3516,80180
REGION VII,BOHOL,SEVILLA,8236,7207,1008,34705
REGION VII,BOHOL,SIERRA BULLONES,18517,16356,4524,69910
REGION VII,BOHOL,SIKATUNA,5316,4846,780,19836
REGION VII,BOHOL,TALIBON,45197,40321,12048,162314
REGION VII,BOHOL,TRINIDAD,24564,21753,5124,97976
REGION VII,BOHOL,TUBIGON,33429,29864,7740,117174
REGION VII,BOHOL,UBAY,53114,46191,12744,203638
REGION VII,BOHOL,VALENCIA,19309,17109,4464,71180
REGION VII,CEBU,ALCANTARA,12612,11284,3996,46258
REGION VII,CEBU,ALCOY,14773,13047,4344,68805
REGION VII,CEBU,ALEGRIA,17964,15771,5232,71865
REGION VII,CEBU,ALOGUINSAN,21021,18209,5580,98845
REGION VII,CEBU,ARGAO,56384,50098,17652,222311
REGION VII,CEBU,ASTURIAS,37684,33761,13632,180063
REGION VII,CEBU,BADIAN,28984,26776,8412,143489
REGION VII,CEBU,BALAMBAN,55263,46459,13788,236098
REGION VII,CEBU,BANTAYAN,49851,41858,12864,226495
REGION VII,CEBU,BARILI,58511,47836,18564,210618
REGION VII,CEBU,BOLJOON,12247,10912,2760,58284
REGION VII,CEBU,BORBON,27275,24585,8556,119479
REGION VII,CEBU,CARMEN,40904,35543,12636,155505
REGION VII,CEBU,CATMON,22551,20465,6192,92747
REGION VII,CEBU,CITY OF BOGO,57046,49308,16956,229878
REGION VII,CEBU,CITY OF CARCAR,87040,77809,31680,262104
REGION VII,CEBU,CITY OF CEBU,721469,609789,255492,1573462
REGION VII,CEBU,CITY OF LAPU-LAPU,277288,236317,111636,644835
REGION VII,CEBU,CITY OF MANDAUE,236853,207598,88644,575822
REGION VII,CEBU,CITY OF NAGA,86935,72826,33900,248968
REGION VII,CEBU,CITY OF TALISAY,155392,131558,68904,342272
REGION VII,CEBU,CITY OF TOLEDO,129196,111765,47340,480417
REGION VII,CEBU,COMPOSTELA,39513,35267,13248,126863
REGION VII,CEBU,CONSOLACION,100189,82070,31092,231417
REGION VII,CEBU,CORDOVA,53261,45694,17784,156988
REGION VII,CEBU,DAANBANTAYAN,57409,49422,22068,238515
REGION VII,CEBU,DALAGUETE,48912,44682,14064,223602
REGION VII,CEBU,DANAO CITY,99396,86771,34536,370839
REGION VII,CEBU,DUMANJUG,39876,34483,12180,145381
REGION VII,CEBU,GINATILAN,12604,11012,2988,51818
REGION VII,CEBU,LILOAN,87305,74611,30540,203705
REGION VII,CEBU,MADRIDEJOS,30868,26140,8412,149369
REGION VII,CEBU,MALABUYOC,15074,13058,3348,69394
REGION VII,CEBU,MEDELLIN,42006,37047,11664,190699
REGION VII,CEBU,MINGLANILLA,80580,70990,27720,208441
REGION VII,CEBU,MOALBOAL,24546,22165,6840,96847
REGION VII,CEBU,OSLOB,21303,18458,4968,82938
REGION VII,CEBU,PILAR,9607,8521,780,61809
REGION VII,CEBU,PINAMUNGAJAN,49554,43140,16008,211065
REGION VII,CEBU,PORO,19302,17053,4608,89080
REGION VII,CEBU,RONDA,15920,14096,5148,57117
REGION VII,CEBU,SAMBOAN,14612,13424,2424,69123
REGION VII,CEBU,SAN FERNANDO,51416,44094,14244,173711
REGION VII,CEBU,SAN FRANCISCO,39021,31861,12948,139931
REGION VII,CEBU,SAN REMIGIO,44858,40043,14424,183590
REGION VII,CEBU,SANTA FE,22646,19506,6612,99761
REGION VII,CEBU,SANTANDER,13642,11792,2148,51306
REGION VII,CEBU,SIBONGA,34444,30677,9636,128587
REGION VII,CEBU,SOGOD,26198,23299,6612,118015
REGION VII,CEBU,TABOGON,29265,26215,8436,132531
REGION VII,CEBU,TABUELAN,21219,19360,5532,121162
REGION VII,CEBU,TUBURAN,46602,38224,11676,230244
REGION VII,CEBU,TUDELA,8914,7658,1584,36896
REGION VIII,BILIRAN,ALMERIA,12838,11097,2448,59434
REGION VIII,BILIRAN,BILIRAN,13858,11701,2760,70484
REGION VIII,BILIRAN,CABUCGAYAN,15342,13174,3156,82003
REGION VIII,BILIRAN,CAIBIRAN,16966,13860,3756,77922
REGION VIII,BILIRAN,CULABA,10946,8706,1872,50545
REGION VIII,BILIRAN,KAWAYAN,14761,12135,3372,67762
REGION VIII,BILIRAN,MARIPIPI,5150,4263,1452,23288
REGION VIII,BILIRAN,NAVAL,33698,28121,8220,132499
REGION VIII,EASTERN SAMAR,ARTECHE,12160,10595,2256,58579
REGION VIII,EASTERN SAMAR,BALANGIGA,10783,9238,1596,59468
REGION VIII,EASTERN SAMAR,BALANGKAYAN,7924,6908,1704,38775
REGION VIII,EASTERN SAMAR,CAN-AVID,17166,15166,3840,80585
REGION VIII,EASTERN SAMAR,CITY OF BORONGAN,52061,45527,10812,230257
REGION VIII,EASTERN SAMAR,DOLORES,32402,26650,7008,146958
REGION VIII,EASTERN SAMAR,GENERAL MACARTHUR,10705,9206,2220,57011
REGION VIII,EASTERN SAMAR,GIPORLOS,10630,8920,1740,57771
REGION VIII,EASTERN SAMAR,GUIUAN,36365,31763,8700,158320
REGION VIII,EASTERN SAMAR,HERNANI,7047,6054,792,40323
REGION VIII,EASTERN SAMAR,JIPAPAD,7564,6763,1140,47316
REGION VIII,EASTERN SAMAR,LAWAAN,10573,9125,1464,55286
REGION VIII,EASTERN SAMAR,LLORENTE,14419,12621,1356,92220
REGION VIII,EASTERN SAMAR,MASLOG,3173,2713,336,9994
REGION VIII,EASTERN SAMAR,MAYDOLONG,11669,10359,1368,69507
REGION VIII,EASTERN SAMAR,MERCEDES,6297,5567,732,35527
REGION VIII,EASTERN SAMAR,ORAS,29016,24408,5136,147522
REGION VIII,EASTERN SAMAR,QUINAPONDAN,10908,9387,2040,59803
REGION VIII,EASTERN SAMAR,SALCEDO,17253,13882,2568,80451
REGION VIII,EASTERN SAMAR,SAN JULIAN,10852,9405,1488,58749
REGION VIII,EASTERN SAMAR,SAN POLICARPO,12892,11413,1788,79936
REGION VIII,EASTERN SAMAR,SULAT,12213,10410,2304,54559
REGION VIII,EASTERN SAMAR,TAFT,15002,13094,3612,71081
REGION VIII,LEYTE,ABUYOG,41899,34684,9048,177060
REGION VIII,LEYTE,ALANGALANG,39332,33532,8316,203095
REGION VIII,LEYTE,ALBUERA,32251,29332,7152,171035
REGION VIII,LEYTE,BABATNGON,20897,18452,4068,125119
REGION VIII,LEYTE,BARUGO,25771,23109,4476,149829
REGION VIII,LEYTE,BATO,24961,20904,6804,93743
REGION VIII,LEYTE,BURAUEN,36133,30592,6564,193198
REGION VIII,LEYTE,CALUBIAN,25058,21829,4224,134125
REGION VIII,LEYTE,CAPOOCAN,23413,19389,6552,113384
REGION VIII,LEYTE,CARIGARA,38820,32653,8112,169927
REGION VIII,LEYTE,CITY OF BAYBAY,69525,59873,19380,260910
REGION VIII,LEYTE,CITY OF TACLOBAN,146293,119131,33372,554636
REGION VIII,LEYTE,DAGAMI,26145,22586,4032,149822
REGION VIII,LEYTE,DULAG,33410,29189,8100,174375
REGION VIII,LEYTE,HILONGOS,44655,37043,7536,175272
REGION VIII,LEYTE,HINDANG,14590,12097,3012,57508
REGION VIII,LEYTE,INOPACAN,17840,15557,2220,103527
REGION VIII,LEYTE,ISABEL,34770,31302,6216,156567
REGION VIII,LEYTE,JARO,32062,28239,6768,188062
REGION VIII,LEYTE,JAVIER,18087,15223,3228,61934
REGION VIII,LEYTE,JULITA,11450,9917,1932,62148
REGION VIII,LEYTE,KANANGA,40805,36616,10620,210977
REGION VIII,LEYTE,LA PAZ,14748,12861,2148,82175
REGION VIII,LEYTE,LEYTE,29534,25839,6360,183357
REGION VIII,LEYTE,MACARTHUR,16584,14331,3528,91109
REGION VIII,LEYTE,MAHAPLAG,19737,16202,3996,83292
REGION VIII,LEYTE,MATAG-OB,14319,12895,1572,65792
REGION VIII,LEYTE,MATALOM,21918,18149,3432,81926
REGION VIII,LEYTE,MAYORGA,14199,10812,2124,70455
REGION VIII,LEYTE,MERIDA,22709,20824,3792,138520
REGION VIII,LEYTE,ORMOC CITY,161281,140179,39336,689616
REGION VIII,LEYTE,PALO,43669,37339,8916,203394
REGION VIII,LEYTE,PALOMPON,46764,39994,6744,217847
REGION VIII,LEYTE,PASTRANA,15287,13420,2316,95467
REGION VIII,LEYTE,SAN ISIDRO,22867,20523,2736,145713
REGION VIII,LEYTE,SAN MIGUEL,15666,13707,2940,87686
REGION VIII,LEYTE,SANTA FE,15436,13622,3156,83927
REGION VIII,LEYTE,TABANGO,25637,22977,3312,186614
REGION VIII,LEYTE,TABONTABON,10294,9199,1128,66694
REGION VIII,LEYTE,TANAUAN,38759,34325,7980,201406
REGION VIII,LEYTE,TOLOSA,15557,13696,2292,80603
REGION VIII,LEYTE,TUNGA,7210,5957,1092,34270
REGION VIII,LEYTE,VILLABA,30282,26222,6612,140254
REGION VIII,NORTHERN SAMAR,ALLEN,21201,18083,5724,105053
REGION VIII,NORTHERN SAMAR,BIRI,9562,7386,2292,43425
REGION VIII,NORTHERN SAMAR,BOBON,17611,14269,4584,78551
REGION VIII,NORTHERN SAMAR,CAPUL,10333,7462,2292,35160
REGION VIII,NORTHERN SAMAR,CATARMAN,63766,52183,15252,279815
REGION VIII,NORTHERN SAMAR,CATUBIG,26330,17596,4620,93401
REGION VIII,NORTHERN SAMAR,GAMAY,16689,12914,2772,65971
REGION VIII,NORTHERN SAMAR,LAOANG,37615,30843,9492,141905
REGION VIII,NORTHERN SAMAR,LAPINIG,8097,6772,2064,24900
